What Country or Region do you live in?,Which US State or Territory do you live in?,How old are you?,How many years of IT/Programming experience do you have?,How would you best describe the industry you work in?,Which best describes the size of your company?,Which of the following best describes your occupation?,How likely is it that a recommendation you make will be acted upon?,What is your involvement in purchasing? You can choose more than 1.,,,,,,,What types of purchases are you involved in?,,,,,,"What is your budget for outside expenditures (hardware, software, consulting, etc) for 2011?",,,,,,,,What type of project are you developing?,Which languages are you proficient in?,,,,,,,,,,,,,What operating system do you use the most?,Please rate your job/career satisfaction,"Including bonus, what is your annual compensation in USD?",Which technology products do you own? (You can choose more than one),,,,,,,,,,,,,,,,,"In the last 12 months, how much money have you spent on personal technology-related purchases? ",Which of our sites do you frequent most?
United States of America,Tennessee,25-29,41435,Web Services,"Fortune 1000 (1,000+)",Web Application Developer,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,,,CSS,PHP,,,SQL,,,,,,,Linux,I enjoy going to work,"$60,000 - $80,000",,,,,,,,,,,,,,,,,,"$501-$1,000",Programmers Stack Exchange
North America (Other),,30-34,11,Software Products,"Fortune 1000 (1,000+)",Web Application Developer,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Mobile,Java,JavaScript,CSS,,,,SQL,C#,C++,C,Perl,,Objective-C,Windows 7,It pays the bills,"$60,000 - $80,000",,,,,,,,Blu-Ray,HDTV,,,Other netbook,,,Wii,,,$100-$250,Stack Overflow
United States of America,Missouri,25-29,41310,Education,Mid Sized (100-999),Web Application Developer,Once in a blue moon,,Recommender,,,,,,,,Software,,,,"<$10,000",,,,,,,,Other,,,,,,,SQL,,C++,,,,VB ASP.NET,Windows 7,FML,"$40,000 - $60,000",,Android,,,,,,Blu-Ray,HDTV,,,Other netbook,PS3,Xbox,,,,"$501-$1,000",Stack Overflow
United States of America,Washington,35-39,11,Other,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,Influencer,,,,,,,,,Software,,,,,,,,,,,Don't know,Web Platform,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows Vista,So happy it hurts,"$80,000 - $100,000",iPhone,Android,,,,Kindle,,,,,,,,Xbox,,,,"$1,001-$2,000",Stack Overflow
Other Asia,,25-29,41435,Software Products,Start Up (1-25),Embedded Application Developer,Unless it's stoopid it gets done,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,Java,,,,Python,,SQL,C#,,,,,,Windows 7,So happy it hurts,"$80,000 - $100,000",,Android,,,Regular Mobile Phone,,,,HDTV,,,Other netbook,,,,,,"$1,001-$2,000",Stack Overflow
United States of America,Texas,35-39,11,Consulting,Start Up (1-25),Other,Unless it's stoopid it gets done,Influencer,Recommender,,Purchaser,Check Writer,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Enterprise,Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,,Windows 7,It pays the bills,"$100,000 - $120,000",iPhone,,,,,,,Blu-Ray,HDTV,AppleTV,,,,,Wii,,,">$3,000",Stack Overflow
United States of America,Illinois,25-29,41435,Web Services,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,Influencer,,,,,,,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,SaaS,Java,JavaScript,CSS,PHP,Python,,SQL,C#,C++,C,,,,Windows 7,So happy it hurts,"$60,000 - $80,000",,Android,Blackberry,,,,,Blu-Ray,HDTV,,iPad,Other netbook,PS3,Xbox,Wii,,"iPod Touch, iPod","$2,001-$3,000",Stack Overflow
Other Europe,,20-24,41310,Consulting,Start Up (1-25),Student,It's been known to happen,Influencer,,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Other,Java,,,,,,,C#,C++,C,,,,Windows 7,I'm not happy in my job,Student / Unemployed,,,,,Regular Mobile Phone,,,Blu-Ray,,,,,,,,,,"$1,001-$2,000",Super User
United States of America,Montana,20-24,41310,Software Products,Mid Sized (100-999),Desktop Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,Java,JavaScript,CSS,PHP,Python,,SQL,C#,,,,,,Windows 7,It pays the bills,"$40,000 - $60,000",,Android,,,,,,,,,,,,Xbox,Wii,Other gaming system,,"$501-$1,000",Stack Overflow
United States of America,Kansas,35-39,11,Web Services,Mid Sized (100-999),"Executive (VP of Eng, CTO, CIO, etc.)",Unless it's stoopid it gets done,,,Approver,,,,,Hardware,Servers,Software,,Consultants,,,,,,,"$100,001 - $150,000",,,Web Platform,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$120,000 - $140,000",iPhone,,,,,,,,HDTV,,,Other netbook,,Xbox,Wii,,,"$1,001-$2,000",Stack Overflow
Other Europe,,25-29,41310,Software Products,Mid Sized (100-999),Web Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,,JavaScript,,,,,,C#,,,,,,Windows 7,So happy it hurts,"<$20,000",,Android,,,,Kindle,,,,,,,,,,,,"$1,001-$2,000",Stack Overflow
United States of America,Kansas,30-34,41435,Web Services,Mid Sized (100-999),Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,Purchaser,,,,,,Software,,,,,,,,,,,Don't know,Enterprise,,JavaScript,CSS,PHP,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$60,000 - $80,000",,Android,,,,,,Blu-Ray,HDTV,,,,,,,,,"$2,001-$3,000",Stack Overflow
Canada,,30-34,11,Web Services,Start Up (1-25),Manager of Developers or Team Leader,Unless it's stoopid it gets done,Influencer,Recommender,Approver,Purchaser,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,"<$10,000",,,,,,,,Mobile,Java,JavaScript,,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$60,000 - $80,000",,,Blackberry,,,Kindle,,,,,,Other netbook,,Xbox,,,,$251-$500,Stack Overflow
Other Europe,,< 20,<2,Other,Student,Student,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,,,,,,,,,C++,,,,,Windows 7,It pays the bills,Student / Unemployed,,,,,,,,,HDTV,,,Other netbook,PS3,,,,,$100-$250,Stack Overflow
United Kingdom,,40-50,11,Software Products,"Other (not working, consultant, etc.)",Server Programmer,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,,,,,,,SQL,,C++,C,,,,Windows XP,I enjoy going to work,"$20,000 - $40,000",,,,,Regular Mobile Phone,,,,,,,,,,,,,<$100,Stack Overflow
United States of America,Kansas,40-50,11,Healthcare,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,Influencer,,,,,,,,,Software,,,,,,,,,,,Don't know,Web Platform,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows XP,I enjoy going to work,"$80,000 - $100,000",,Android,,,,,,,,,,,,,,Other gaming system,,"$1,001-$2,000",Stack Overflow
United Kingdom,,40-50,11,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,Approver,Purchaser,Check Writer,,I'm a Seller,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,Other,"<$10,000",,,,,,,,Web Platform,,,,,,,SQL,C#,,,,,Various,Windows 7,I enjoy going to work,"$40,000 - $60,000",,,,Other Smart Phone,,Kindle,,,,,,,,,Wii,,,"$501-$1,000",Programmers Stack Exchange
Russia,,30-34,41310,Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,Ohio,40-50,11,Software Products,Mature Small Business (25-100),"Executive (VP of Eng, CTO, CIO, etc.)",Unless it's stoopid it gets done,Influencer,Recommender,,Purchaser,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,,,,"$41,000 - $75,000",,,,,Enterprise,,JavaScript,,,,,SQL,C#,,,,,Delphi,Windows 7,I enjoy going to work,"$80,000 - $100,000",,Android,,,,Kindle,,,HDTV,,,,,,,,,"$1,001-$2,000",Stack Overflow
United States of America,Mississippi,30-34,41435,Foundation / Non-Profit,Start Up (1-25),Desktop Application Developer,It's been known to happen,Influencer,Recommender,,,,,,,,Software,,,,,,,,"$75,001 - $100,000",,,,Enterprise,Java,,,PHP,,,SQL,C#,,,,,Delphi,Windows 7,I enjoy going to work,"$80,000 - $100,000",,,,,,,,,,,,,,,,,,<$100,Stack Overflow
Canada,,30-34,11,Manufacturing,"Fortune 1000 (1,000+)",Systems Analyst,It's been known to happen,Influencer,Recommender,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,"$100,001 - $150,000",,,Web Platform,Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,,Windows XP,I enjoy going to work,"$60,000 - $80,000",,,,Other Smart Phone,,,,,HDTV,,,Other netbook,PS3,Xbox,Wii,,,">$3,000",Stack Overflow
United States of America,Pennsylvania,25-29,41310,Healthcare,Mature Small Business (25-100),Desktop Application Developer,It's been known to happen,Influencer,,,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Enterprise,,,,,,,,C#,,,,,,Windows 7,I enjoy going to work,"$60,000 - $80,000",,Android,,,,Kindle,Nook,,,,,Other netbook,,Xbox,,Other gaming system,,"$1,001-$2,000",Stack Overflow
United States of America,Kentucky,20-24,41435,Finance / Banking,"Fortune 1000 (1,000+)",Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Enterprise,Java,JavaScript,CSS,PHP,Python,Ruby,SQL,,C++,,,,"Groovy, Scala",Windows 7,I enjoy going to work,"$60,000 - $80,000",iPhone,,,,,,,,HDTV,,,Other netbook,,Xbox,Wii,Other gaming system,,$100-$250,Stack Overflow
Canada,,>60,11,Consulting,Start Up (1-25),Desktop Application Developer,It's been known to happen,Influencer,,,,Check Writer,,,Hardware,,Software,,,,"<$10,000",,,,,,,,Enterprise,,JavaScript,,,,,,C#,,,,,vba,Windows 7,I enjoy going to work,"$40,000 - $60,000",iPhone,,,,,,,,,,iPad,Other netbook,,,,,,"$1,001-$2,000",Stack Overflow
United States of America,Massachusetts,30-34,11,Software Products,Start Up (1-25),"Executive (VP of Eng, CTO, CIO, etc.)",Unless it's stoopid it gets done,Influencer,Recommender,Approver,Purchaser,,,I'm a Seller,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,,,"$25,001 - $40,000",,,,,,Enterprise,,,,,Python,,SQL,C#,,,,,vb/ vba,Windows 7,I enjoy going to work,">$140,000",,Android,,,,Kindle,,Blu-Ray,HDTV,,,,,Xbox,Wii,,,"$2,001-$3,000",Stack Overflow
Other Europe,,20-24,41310,Software Products,Student,Student,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,Java,JavaScript,CSS,PHP,,,SQL,C#,C++,C,Perl,,,Linux,I enjoy going to work,Student / Unemployed,,,,,,,,,,,,,,,,,,$251-$500,Stack Overflow
United States of America,South Carolina,30-34,11,Education,"Other (not working, consultant, etc.)",Other,It's been known to happen,Influencer,Recommender,,Purchaser,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,">$150,000",,Other,,,,,Python,,,,,,,,,Windows 7,I enjoy going to work,"$40,000 - $60,000",iPhone,,,,,,,,,,iPad,,,Xbox,,,,"$1,001-$2,000",Stack Overflow
Canada,,40-50,11,Software Products,Start Up (1-25),Systems Analyst,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,,"$10,001 - $25,000",,,,,,,Enterprise,Java,JavaScript,CSS,PHP,,,SQL,C#,,C,Perl,,,Windows 7,It pays the bills,"$60,000 - $80,000",,Android,Blackberry,,,,,,,,iPad,Other netbook,,,,,,"$1,001-$2,000",Stack Overflow
United States of America,Kansas,25-29,41310,Other,Mid Sized (100-999),Web Application Developer,It's been known to happen,Influencer,Recommender,,,,,,,,Software,,,,,,,,,,,Don't know,Other,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$60,000 - $80,000",iPhone,,,,,,,,,,,,,Xbox,,,,"$501-$1,000",Stack Overflow
United States of America,Massachusetts,30-34,11,Software Products,Start Up (1-25),Manager of Developers or Team Leader,I run this place,Influencer,Recommender,Approver,Purchaser,Check Writer,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,,,,"$41,000 - $75,000",,,,,Other,Java,,,,Python,,,C#,C++,C,,,Objective-C,Mac OS X,So happy it hurts,"$80,000 - $100,000",iPhone,,,,,,,,HDTV,AppleTV,iPad,,,,,,,"$2,001-$3,000",Stack Overflow
Other Europe,,30-34,41435,Software Products,Mature Small Business (25-100),Other,Unless it's stoopid it gets done,,,Approver,Purchaser,Check Writer,,,Hardware,Servers,Software,,,,,"$10,001 - $25,000",,,,,,,Enterprise,,,,,,,,,,,,,Delphi,Windows 7,So happy it hurts,"$20,000 - $40,000",,,,Other Smart Phone,Regular Mobile Phone,,,Blu-Ray,HDTV,,iPad,Other netbook,PS3,,Wii,,,"$2,001-$3,000",Stack Overflow
Netherlands,,30-34,11,Software Products,Start Up (1-25),Web Application Developer,I run this place,,,Approver,Purchaser,,,I'm a Seller,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Web Platform,,JavaScript,CSS,PHP,,,SQL,C#,C++,C,,,,Windows 7,So happy it hurts,"$40,000 - $60,000",,Android,,,,,,,HDTV,,,,,,,,,"$501-$1,000",Stack Overflow
United States of America,Ohio,20-24,41435,Healthcare,Mid Sized (100-999),Web Application Developer,,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$60,000 - $80,000",,,,Other Smart Phone,,,,Blu-Ray,HDTV,,,,,Xbox,,,,"$2,001-$3,000",Stack Overflow
Other Europe,,40-50,11,Software Products,Mature Small Business (25-100),Other,It's been known to happen,Influencer,,,,,,,,,Software,,,,,,,,,,,Don't know,Mobile,Java,JavaScript,,,,,,C#,C++,C,,,,Windows 7,I enjoy going to work,">$140,000",,Android,,Other Smart Phone,,Kindle,,,,,iPad,,,,Wii,,,">$3,000",Stack Overflow
United States of America,Ohio,40-50,11,Consulting,Mid Sized (100-999),Desktop Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,Hardware,,Software,,,,,,,,,,,Don't know,Enterprise,,,,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$80,000 - $100,000",,,,Other Smart Phone,,,,,HDTV,,,,,Xbox,Wii,,,$100-$250,Stack Overflow
United States of America,Minnesota,35-39,11,Consulting,"Fortune 1000 (1,000+)",Server Programmer,It's been known to happen,Influencer,Recommender,,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,,,,,,,,Don't know,Enterprise,,JavaScript,,,,,SQL,C#,,,,,,Windows 7,I'm not happy in my job,"$80,000 - $100,000",iPhone,,,,,,,Blu-Ray,HDTV,,,,,,Wii,,,"$1,001-$2,000",Stack Overflow
United Kingdom,,40-50,11,Consulting,Start Up (1-25),Database Administrator,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,,JavaScript,,,,,SQL,,,,,,,Windows XP,I enjoy going to work,"$120,000 - $140,000",,,,,Regular Mobile Phone,,,,,,,,,,,,,<$100,Stack Overflow
United States of America,Delaware,30-34,41435,Advertising,Mature Small Business (25-100),Web Application Developer,It's been known to happen,Influencer,Recommender,,,,,,,,Software,,,,,,,,,,,Don't know,Web Platform,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$60,000 - $80,000",,Android,,,,Kindle,,,,,,,,Xbox,,,,"$501-$1,000",Stack Overflow
Other Europe,,20-24,41310,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Web Platform,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,FML,"$60,000 - $80,000",,,,,,Kindle,,,HDTV,,,,,,,,,$100-$250,Stack Overflow
Other Europe,,35-39,11,Other,"Fortune 1000 (1,000+)",Manager of Developers or Team Leader,Unless it's stoopid it gets done,,Recommender,,,,,,,Servers,Software,,,,,,,,,,,Don't know,Enterprise,Java,JavaScript,CSS,,Python,,SQL,C#,C++,C,,,,Windows XP,I enjoy going to work,"$20,000 - $40,000",,,,,,,,,,,,,,,,,,$251-$500,Stack Overflow
Italy,,25-29,41435,Education,"Other (not working, consultant, etc.)",Web Application Developer,It's been known to happen,Influencer,Recommender,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,,"$10,001 - $25,000",,,,,,,Web Platform,Java,JavaScript,CSS,PHP,,,SQL,C#,C++,C,,,,Linux,I enjoy going to work,"$20,000 - $40,000",,Android,,Other Smart Phone,,,,,,,,,,,,,,"$501-$1,000",Stack Overflow
United States of America,New York,35-39,11,Advertising,Start Up (1-25),Server Programmer,Unless it's stoopid it gets done,Influencer,Recommender,,Purchaser,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,Other,,,,,,,">$150,000",,Mobile,,JavaScript,CSS,,,Ruby,SQL,C#,,,,,,Mac OS X,I enjoy going to work,">$140,000",,Android,,,,,Nook,,HDTV,,iPad,,,Xbox,,,,">$3,000",Stack Overflow
South America,,35-39,11,Consulting,Mature Small Business (25-100),"Executive (VP of Eng, CTO, CIO, etc.)",Unless it's stoopid it gets done,Influencer,,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,Other,,,,,,,,Don't know,SaaS,,,CSS,,,,SQL,C#,,,,,,Windows 7,So happy it hurts,,iPhone,Android,,Other Smart Phone,,,,,,,iPad,,,Xbox,Wii,,,,
Other Europe,,25-29,41310,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,,35-39,11,Consulting,Mid Sized (100-999),Web Application Developer,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,,JavaScript,CSS,,,,SQL,C#,C++,C,,,,Windows Vista,FML,"$60,000 - $80,000",iPhone,,,,,,,,HDTV,,iPad,,,Xbox,,,,"$2,001-$3,000",Other
United Kingdom,,25-29,41435,Advertising,Mid Sized (100-999),Web Application Developer,Unless it's stoopid it gets done,,Recommender,,,,No Involvement,,,,Software,,,,,,,,,,,Don't know,Other,,,,,,,,C#,,,,,Actionscrip,Windows 7,I enjoy going to work,"$60,000 - $80,000",iPhone,,,,,,,,HDTV,,,,,Xbox,,,,">$3,000",Stack Overflow
United States of America,Virginia,20-24,41310,Consulting,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,Approver,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,,,,,,,,Don't know,Web Platform,,JavaScript,CSS,,,Ruby,SQL,C#,C++,,,,VB.NET!,Windows 7,I enjoy going to work,"$80,000 - $100,000",iPhone,,,Other Smart Phone,,,Nook,Blu-Ray,HDTV,,,Other netbook,PS3,Xbox,Wii,,,"$2,001-$3,000",Stack Overflow
Other Europe,,35-39,11,Education,"Fortune 1000 (1,000+)",IT Staff / System Administrator,Unless it's stoopid it gets done,Influencer,,,Purchaser,Check Writer,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,,"$10,001 - $25,000",,,,,,,Other,Java,,,,Python,,SQL,,C++,C,,,,Linux,I enjoy going to work,"$40,000 - $60,000",,,,Other Smart Phone,,,,,,,,Other netbook,,,,Other gaming system,,$251-$500,Stack Overflow
United States of America,Florida,25-29,41435,Other,"Fortune 1000 (1,000+)",Desktop Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,Hardware,Servers,Software,,,,,,,,,,">$150,000",,Enterprise,Java,,,,,,SQL,C#,,,,,Forte 4GL,Windows XP,I enjoy going to work,"$80,000 - $100,000",,,Blackberry,,,,,Blu-Ray,HDTV,,,,,Xbox,,,,"$2,001-$3,000",Stack Overflow
United Kingdom,,20-24,<2,Software Products,Mature Small Business (25-100),Server Programmer,Once in a blue moon,,Recommender,,,,,,Hardware,,Software,,,,"<$10,000",,,,,,,,Enterprise,Java,,,,Python,,,C#,C++,,,,,Windows 7,I enjoy going to work,"$20,000 - $40,000",,,,,,,,,HDTV,,,,,Xbox,,,,"$501-$1,000",Stack Overflow
South America,,30-34,41435,Consulting,Start Up (1-25),Manager of Developers or Team Leader,I run this place,,,Approver,,,,,Hardware,,Software,,,,"<$10,000",,,,,,,,Enterprise,,JavaScript,CSS,,,,,C#,,,,,,Windows 7,I enjoy going to work,"$60,000 - $80,000",,,,Other Smart Phone,,,,,,,,,,,Wii,,,"$501-$1,000",Stack Overflow
Other Europe,,25-29,11,Software Products,Mid Sized (100-999),Server Programmer,It's been known to happen,,Recommender,,,,,,Hardware,Servers,,,,,,,,,,,,Don't know,Enterprise,,,,,Python,,,C#,C++,,Perl,,,Windows Vista,I enjoy going to work,,,,,Other Smart Phone,,,,,,,,,,,,,pocketbook,$100-$250,Stack Overflow
France,,25-29,41435,Consulting,Mid Sized (100-999),Web Application Developer,It's been known to happen,Influencer,,,,,,,,,Software,,,,,,,,,,,Don't know,Enterprise,Java,,,PHP,,,SQL,,,,,,Flex,Windows 7,I enjoy going to work,"$40,000 - $60,000",iPhone,,,,,,,,,,,,PS3,,,,,"$501-$1,000",Stack Overflow
United States of America,North Carolina,25-29,41435,Software Products,Start Up (1-25),"Executive (VP of Eng, CTO, CIO, etc.)",I run this place,Influencer,Recommender,Approver,Purchaser,Check Writer,,I'm a Seller,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,,,,,"$75,001 - $100,000",,,,Mobile,,JavaScript,CSS,,Python,,SQL,,,,,,Objective-C,Mac OS X,I enjoy going to work,Student / Unemployed,iPhone,,,,,,,,HDTV,,,,,,,,,"$501-$1,000",Stack Overflow
United States of America,Texas,40-50,11,Finance / Banking,Mid Sized (100-999),Web Application Developer,Unless it's stoopid it gets done,,Recommender,,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Web Platform,Java,JavaScript,CSS,,,,SQL,C#,,,,,,Mac OS X,It pays the bills,">$140,000",iPhone,,,,,Kindle,,,HDTV,,iPad,,,,Wii,Other gaming system,,"$1,001-$2,000",Stack Overflow
Other Europe,,25-29,41435,Software Products,Start Up (1-25),Web Application Developer,It's been known to happen,,Recommender,,,,,,,,Software,,,,,,,,,,,Don't know,Enterprise,,JavaScript,CSS,PHP,,,SQL,C#,,,,,,Linux,It pays the bills,"<$20,000",,,,,,,,,,,,,,,,,,"$501-$1,000",Stack Overflow
South America,,25-29,41435,Other,Mature Small Business (25-100),Desktop Application Developer,It's been known to happen,Influencer,,,,,,,,,Software,,,,,"$10,001 - $25,000",,,,,,,Enterprise,,JavaScript,CSS,,,,SQL,C#,,,,,visual basic,Windows 7,I enjoy going to work,"$20,000 - $40,000",,,Blackberry,,,,,,HDTV,,,,,,,,"galaxy tab, notebook, medium-grade gaming pc",$251-$500,Stack Overflow
Other Europe,,35-39,11,Web Services,Mature Small Business (25-100),Server Programmer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,,,,,,,,C#,,,,,,Windows 7,I'm not happy in my job,"$20,000 - $40,000",,Android,,,,Kindle,,,,,,,,,,,,"$501-$1,000",Stack Overflow
United Kingdom,,30-34,11,Retail,Mature Small Business (25-100),"Executive (VP of Eng, CTO, CIO, etc.)",I run this place,Influencer,Recommender,Approver,Purchaser,,,,Hardware,Servers,Software,,Consultants,Other,,,,,,,">$150,000",,Web Platform,,JavaScript,CSS,,Python,,SQL,C#,,,,,,Windows 7,So happy it hurts,">$140,000",iPhone,,,,,,,,HDTV,,,,,,,,,"$1,001-$2,000",Stack Overflow
Other Europe,,35-39,11,Healthcare,Start Up (1-25),IT Manager,I run this place,Influencer,Recommender,Approver,Purchaser,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,Other,,,,,,,,Don't know,Enterprise,,,,,,,SQL,C#,,,,,Objective-C,Mac OS X,It pays the bills,"$20,000 - $40,000",iPhone,,,,,,,,,,,,,,,,,"$501-$1,000",Other
Africa,,35-39,11,Retail,Mid Sized (100-999),Server Programmer,Unless it's stoopid it gets done,,Recommender,,,,,,,,Software,,,,,,,,,,,Don't know,Enterprise,Java,,,,,,SQL,,C++,C,,,,Windows XP,I enjoy going to work,"$60,000 - $80,000",,,,Other Smart Phone,,,,Blu-Ray,HDTV,,,,,,Wii,,,"$1,001-$2,000",Stack Overflow
Netherlands,,20-24,41310,Software Products,Start Up (1-25),Web Application Developer,It's been known to happen,Influencer,,,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Web Platform,Java,JavaScript,CSS,PHP,,,,,C++,C,,,Objective C,Mac OS X,I enjoy going to work,,iPhone,Android,,,,,,,HDTV,,iPad,Other netbook,,Xbox,Wii,Other gaming system,,$100-$250,Stack Overflow
Other Europe,,25-29,41435,Consulting,Start Up (1-25),Desktop Application Developer,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,,,,,,,SQL,,,,,,Delphi,Windows XP,I enjoy going to work,"$40,000 - $60,000",,,,,Regular Mobile Phone,,,,HDTV,,,,,,,Other gaming system,"HTPC, NAS",<$100,Stack Overflow
Other Europe,,40-50,11,Software Products,Start Up (1-25),Web Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,Java,JavaScript,CSS,,,,SQL,,C++,C,,,,Mac OS X,I enjoy going to work,"$40,000 - $60,000",iPhone,,,,Regular Mobile Phone,,,Blu-Ray,HDTV,,iPad,,,,Wii,,,"$2,001-$3,000",Stack Overflow
Other Europe,,25-29,41435,Retail,Mid Sized (100-999),IT Staff / System Administrator,Unless it's stoopid it gets done,,,,Purchaser,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,Other,,,,"$41,000 - $75,000",,,,,Other,,,,,,,SQL,C#,,,,,,Windows XP,I enjoy going to work,"$60,000 - $80,000",,Android,,Other Smart Phone,,,,,,,,Other netbook,,,,,,"$2,001-$3,000",Stack Overflow
United Kingdom,,35-39,11,Other,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,Influencer,Recommender,,Purchaser,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Enterprise,,JavaScript,,,,,SQL,C#,,,,,VB.NET,Windows 7,I enjoy going to work,,,,,Other Smart Phone,,Kindle,,,,,,,,Xbox,Wii,,,"$501-$1,000",Stack Overflow
United Kingdom,,40-50,11,Software Products,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,Java,JavaScript,,,,,SQL,,,,,,,Linux,I enjoy going to work,"$60,000 - $80,000",,Android,,,,Kindle,,,,,,Other netbook,,Xbox,Wii,Other gaming system,,"$501-$1,000",Stack Overflow
Germany,,25-29,41435,Education,Student,Student,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,Java,,CSS,,Python,,,C#,C++,,,,,Mac OS X,So happy it hurts,Student / Unemployed,,,,,,,,,,,,,,,,,None of the above; only a laptop,<$100,Stack Overflow
